id_docente,asignatura,semestre,numero_estudiantes,puntaje_claridad,puntaje_metodologia,puntaje_evaluacion,comentario,tendencia_desempeno
Docente_47,Ética Profesional,2022-2,20,5.0,4.6,4.3,Se nota que sabe mucho de la materia.,Mejora
Docente_47,Estructuras de Datos,2023-2,20,2.7,1.1,3.1,Cumple con el programa.,En riesgo
Docente_42,Matemáticas Básicas,2020-1,41,3.9,4.2,4.6,"Excelente profesor, muy claro.",Mejora
Docente_43,Matemáticas Básicas,2020-1,28,4.2,4.2,3.1,Resuelve las dudas con mucha paciencia.,Estable
Docente_41,Programación Orientada a Objetos,2020-2,37,3.8,3.6,3.3,Resuelve las dudas con mucha paciencia.,Estable
Docente_1,Programación Orientada a Objetos,2023-2,26,3.2,3.1,4.4,"Excelente profesor, muy claro.",Estable
Docente_40,Ingeniería de Software,2023-2,36,3.5,3.8,3.4,Califica de forma injusta.,Estable
Docente_2,Matemáticas Básicas,2023-1,15,4.3,3.3,4.4,Explica muy bien los temas.,Estable
Docente_34,Ingeniería de Software,2022-1,32,4.8,4.5,5.0,Resuelve las dudas con mucha paciencia.,Mejora
Docente_2,Estructuras de Datos,2023-1,40,4.4,3.7,3.1,Los talleres son muy útiles para aprender.,Estable
Docente_7,Matemáticas Básicas,2021-1,22,3.7,3.6,3.5,Me inspiró a seguir aprendiendo sobre este tema.,Estable
Docente_40,Estructuras de Datos,2022-1,41,1.3,2.6,1.9,Los parciales no tienen nada que ver con lo visto en clase.,En riesgo
Docente_18,Ética Profesional,2023-1,17,5.0,4.4,4.1,Los talleres son muy útiles para aprender.,Mejora
Docente_26,Inteligencia Artificial,2021-2,37,4.7,3.2,3.5,La clase estuvo bien.,Estable
Docente_20,Ingeniería de Software,2020-2,35,3.6,4.5,4.9,Los temas son difíciles pero se entienden.,Mejora
Docente_49,Matemáticas Básicas,2020-2,27,1.6,2.1,2.5,Falta mucha pedagogía.,En riesgo
Docente_25,Estructuras de Datos,2023-2,16,4.5,4.7,4.5,Los temas son difíciles pero se entienden.,Mejora
Docente_1,Ingeniería de Software,2021-1,17,3.4,3.3,4.2,Califica de forma injusta.,Estable
Docente_28,Ingeniería de Software,2022-2,33,5.0,5.0,3.6,"Excelente profesor, muy claro.",Mejora
Docente_34,Matemáticas Básicas,2021-2,21,5.0,5.0,4.5,Se podría mejorar un poco el material de estudio.,Mejora
Docente_37,Inteligencia Artificial,2022-1,16,2.3,2.8,3.4,La clase es muy aburrida y monótona.,En riesgo
Docente_44,Bases de Datos,2020-1,20,4.2,3.8,3.8,Los temas son difíciles pero se entienden.,Estable
Docente_2,Programación Orientada a Objetos,2021-1,39,3.6,3.1,3.7,"Asistencia puntual, pero falta dinamismo.",Estable
Docente_5,Bases de Datos,2021-1,33,2.8,3.0,1.8,No resuelve las dudas de los estudiantes.,En riesgo
Docente_37,Ética Profesional,2023-1,36,1.9,2.5,2.6,Cumple con el programa.,En riesgo
Docente_22,Inteligencia Artificial,2021-1,40,3.9,3.7,3.0,Se nota que sabe mucho de la materia.,Estable
Docente_33,Ingeniería de Software,2022-2,16,3.8,3.9,4.6,La clase es muy dinámica y entretenida.,Estable
Docente_28,Programación Orientada a Objetos,2020-2,25,5.0,4.4,4.5,"El profesor es normal, ni muy bueno ni muy malo.",Mejora
Docente_50,Estructuras de Datos,2023-1,39,4.7,4.8,4.1,Los talleres son muy útiles para aprender.,Mejora
Docente_2,Ingeniería de Software,2022-1,40,4.1,4.6,4.0,La clase estuvo bien.,Mejora
Docente_32,Programación Orientada a Objetos,2022-2,32,4.6,4.4,4.0,"Asistencia puntual, pero falta dinamismo.",Estable
Docente_28,Programación Orientada a Objetos,2023-1,17,2.8,2.7,2.8,"Asistencia puntual, pero falta dinamismo.",En riesgo
Docente_40,Bases de Datos,2021-2,37,5.0,4.9,4.5,"Excelente profesor, muy claro.",Mejora
Docente_6,Bases de Datos,2021-1,27,5.0,4.9,4.3,Se podría mejorar un poco el material de estudio.,Mejora
Docente_41,Programación Orientada a Objetos,2023-1,25,2.9,4.0,4.2,Se podría mejorar un poco el material de estudio.,Estable
Docente_7,Matemáticas Básicas,2020-1,45,3.7,3.8,4.5,"El profesor es normal, ni muy bueno ni muy malo.",Estable
Docente_29,Bases de Datos,2022-1,18,4.2,3.4,3.0,Resuelve las dudas con mucha paciencia.,Estable
Docente_6,Programación Orientada a Objetos,2023-1,29,2.8,3.6,4.2,Llega tarde a las clases frecuentemente.,Estable
Docente_36,Estructuras de Datos,2023-1,18,3.5,3.9,4.2,Explica muy bien los temas.,Estable
Docente_6,Bases de Datos,2020-2,34,4.5,4.4,5.0,"El profesor es normal, ni muy bueno ni muy malo.",Mejora
Docente_21,Ética Profesional,2023-1,15,3.5,3.7,4.1,"El profesor es normal, ni muy bueno ni muy malo.",Estable
Docente_27,Inteligencia Artificial,2020-2,38,1.8,3.0,3.0,Cumple con el programa.,En riesgo
Docente_16,Estructuras de Datos,2021-1,36,4.0,4.2,4.4,Me inspiró a seguir aprendiendo sobre este tema.,Mejora
Docente_11,Programación Orientada a Objetos,2022-1,24,3.0,3.2,3.1,Cumple con el programa.,Estable
Docente_32,Programación Orientada a Objetos,2020-2,20,2.0,3.3,1.7,Falta mucha pedagogía.,En riesgo
Docente_18,Inteligencia Artificial,2022-1,30,3.1,3.8,3.4,Se nota que sabe mucho de la materia.,Estable
Docente_24,Bases de Datos,2021-2,38,3.1,3.9,4.0,Califica de forma injusta.,Estable
Docente_39,Estructuras de Datos,2021-2,29,3.1,2.9,2.8,La clase es muy aburrida y monótona.,En riesgo
Docente_9,Bases de Datos,2020-1,45,3.2,4.1,3.3,"Asistencia puntual, pero falta dinamismo.",Estable
Docente_22,Ética Profesional,2023-1,40,4.1,3.7,3.7,Los temas son difíciles pero se entienden.,Estable
Docente_29,Bases de Datos,2023-1,41,4.6,5.0,4.3,Los temas son difíciles pero se entienden.,Mejora
Docente_39,Programación Orientada a Objetos,2022-1,25,4.0,3.8,3.6,Falta mucha pedagogía.,Estable
Docente_45,Programación Orientada a Objetos,2023-2,25,3.1,4.2,3.7,Los talleres son muy útiles para aprender.,Estable
Docente_26,Bases de Datos,2022-1,38,4.2,5.0,5.0,Se podría mejorar un poco el material de estudio.,Mejora
Docente_41,Inteligencia Artificial,2021-2,25,4.5,2.7,4.3,"Asistencia puntual, pero falta dinamismo.",Estable
Docente_18,Ética Profesional,2023-1,26,5.0,3.5,4.4,"Excelente profesor, muy claro.",Mejora
Docente_37,Programación Orientada a Objetos,2021-1,36,2.9,4.2,2.6,"Asistencia puntual, pero falta dinamismo.",En riesgo
Docente_36,Matemáticas Básicas,2023-2,45,4.0,4.2,4.2,Se podría mejorar un poco el material de estudio.,Mejora
Docente_14,Inteligencia Artificial,2022-1,41,3.6,3.3,3.7,Se nota que sabe mucho de la materia.,Estable
Docente_27,Ingeniería de Software,2023-2,19,3.9,3.8,3.8,"El profesor es normal, ni muy bueno ni muy malo.",Estable
Docente_16,Bases de Datos,2021-1,37,3.8,3.5,4.8,"No explica bien, me siento perdido.",Estable
Docente_25,Matemáticas Básicas,2023-2,34,4.3,4.0,4.7,Califica de forma injusta.,Estable
Docente_38,Inteligencia Artificial,2023-1,32,2.8,2.8,1.1,"No explica bien, me siento perdido.",En riesgo
Docente_24,Ingeniería de Software,2020-2,18,3.7,3.2,3.7,La clase estuvo bien.,Estable
Docente_43,Ingeniería de Software,2022-2,20,2.4,3.3,2.3,Los temas son difíciles pero se entienden.,En riesgo
Docente_40,Matemáticas Básicas,2023-1,45,2.0,2.6,2.4,"Asistencia puntual, pero falta dinamismo.",En riesgo
Docente_22,Ética Profesional,2023-1,18,4.4,5.0,4.6,Explica muy bien los temas.,Mejora
Docente_7,Bases de Datos,2021-2,31,4.5,4.4,4.5,Se podría mejorar un poco el material de estudio.,Mejora
Docente_34,Estructuras de Datos,2021-2,29,3.7,4.6,3.3,Se podría mejorar un poco el material de estudio.,Estable
Docente_26,Inteligencia Artificial,2021-1,26,3.5,3.6,3.7,Explica muy bien los temas.,Estable
Docente_31,Matemáticas Básicas,2022-1,28,4.7,3.8,4.4,Se nota que sabe mucho de la materia.,Estable
Docente_8,Ética Profesional,2021-1,26,5.0,4.9,3.8,Resuelve las dudas con mucha paciencia.,Mejora
Docente_22,Inteligencia Artificial,2021-2,31,3.9,4.7,4.5,Califica de forma injusta.,Estable
Docente_23,Inteligencia Artificial,2020-2,29,4.0,3.9,4.5,La clase es muy aburrida y monótona.,Estable
Docente_21,Matemáticas Básicas,2022-1,16,5.0,5.0,4.0,"Asistencia puntual, pero falta dinamismo.",Mejora
Docente_46,Matemáticas Básicas,2020-1,42,4.8,4.7,4.6,Los talleres son muy útiles para aprender.,Mejora
Docente_42,Matemáticas Básicas,2021-1,44,2.9,3.6,2.9,Se podría mejorar un poco el material de estudio.,En riesgo
Docente_16,Estructuras de Datos,2021-1,32,4.0,3.4,4.0,Los talleres son muy útiles para aprender.,Estable
Docente_22,Estructuras de Datos,2023-1,45,3.3,4.4,3.5,La clase es muy aburrida y monótona.,Estable
Docente_15,Ética Profesional,2023-1,35,4.0,4.5,3.7,Se nota que sabe mucho de la materia.,Mejora
Docente_12,Ingeniería de Software,2023-1,27,1.5,2.6,2.5,"No explica bien, me siento perdido.",En riesgo
Docente_48,Estructuras de Datos,2021-2,29,3.6,4.2,4.3,Los parciales no tienen nada que ver con lo visto en clase.,Estable
Docente_28,Inteligencia Artificial,2020-1,37,4.3,3.4,3.8,Me inspiró a seguir aprendiendo sobre este tema.,Estable
Docente_14,Bases de Datos,2020-2,33,3.8,3.3,3.4,La clase es muy dinámica y entretenida.,Estable
Docente_35,Programación Orientada a Objetos,2022-2,25,4.0,4.9,3.6,La clase es muy dinámica y entretenida.,Mejora
Docente_30,Matemáticas Básicas,2022-1,36,4.1,4.2,4.1,Califica de forma injusta.,Estable
Docente_34,Ingeniería de Software,2022-2,34,3.3,4.6,3.6,"Asistencia puntual, pero falta dinamismo.",Estable
Docente_40,Inteligencia Artificial,2020-2,26,4.5,4.7,3.6,Los talleres son muy útiles para aprender.,Mejora
Docente_30,Estructuras de Datos,2021-1,41,3.9,5.0,4.7,Los temas son difíciles pero se entienden.,Mejora
Docente_46,Ética Profesional,2022-1,44,2.3,2.8,2.6,"El profesor es normal, ni muy bueno ni muy malo.",En riesgo
Docente_38,Matemáticas Básicas,2021-1,25,4.1,4.7,5.0,"Excelente profesor, muy claro.",Mejora
Docente_16,Bases de Datos,2020-2,20,1.9,1.9,2.3,Los parciales no tienen nada que ver con lo visto en clase.,En riesgo
Docente_45,Programación Orientada a Objetos,2023-1,28,5.0,4.4,3.5,"El profesor es normal, ni muy bueno ni muy malo.",Mejora
Docente_9,Estructuras de Datos,2023-1,28,4.1,4.2,4.5,Los talleres son muy útiles para aprender.,Estable
Docente_32,Ingeniería de Software,2021-1,32,4.3,4.9,4.3,Los talleres son muy útiles para aprender.,Estable
Docente_32,Bases de Datos,2021-1,20,4.0,4.0,3.8,Los temas son difíciles pero se entienden.,Estable
Docente_29,Estructuras de Datos,2020-1,42,4.7,3.7,3.1,Se podría mejorar un poco el material de estudio.,Estable
Docente_1,Inteligencia Artificial,2021-1,21,3.5,4.1,2.7,"Asistencia puntual, pero falta dinamismo.",Estable
Docente_36,Estructuras de Datos,2023-2,28,5.0,4.8,4.7,Los temas son difíciles pero se entienden.,Mejora
Docente_32,Inteligencia Artificial,2023-2,30,5.0,5.0,4.1,Se nota que sabe mucho de la materia.,Mejora
Docente_6,Estructuras de Datos,2020-1,40,4.1,3.8,3.8,La clase estuvo bien.,Estable
Docente_19,Matemáticas Básicas,2022-1,22,3.2,4.4,4.5,Llega tarde a las clases frecuentemente.,Estable
Docente_19,Programación Orientada a Objetos,2023-2,33,4.7,4.2,3.8,Se podría mejorar un poco el material de estudio.,Mejora
Docente_50,Ética Profesional,2023-2,32,4.0,4.9,3.5,No resuelve las dudas de los estudiantes.,Estable
Docente_8,Estructuras de Datos,2020-2,23,2.9,3.5,2.9,"Asistencia puntual, pero falta dinamismo.",En riesgo
Docente_35,Ética Profesional,2022-2,32,2.8,2.6,2.7,"Asistencia puntual, pero falta dinamismo.",En riesgo
Docente_3,Ética Profesional,2023-2,32,3.2,3.7,3.0,Me inspiró a seguir aprendiendo sobre este tema.,Estable
Docente_28,Matemáticas Básicas,2021-2,24,2.9,3.8,3.3,"No explica bien, me siento perdido.",En riesgo
Docente_29,Bases de Datos,2022-2,42,3.4,3.8,4.3,Se nota que sabe mucho de la materia.,Estable
Docente_29,Ética Profesional,2020-2,39,2.7,1.8,2.8,"Asistencia puntual, pero falta dinamismo.",En riesgo
Docente_16,Programación Orientada a Objetos,2022-2,42,2.4,2.7,1.9,Se podría mejorar un poco el material de estudio.,En riesgo
Docente_40,Ingeniería de Software,2023-1,20,3.2,2.8,2.9,"El profesor es normal, ni muy bueno ni muy malo.",En riesgo
Docente_9,Ética Profesional,2021-2,41,3.3,2.5,2.3,No resuelve las dudas de los estudiantes.,En riesgo
Docente_4,Estructuras de Datos,2022-2,32,4.3,4.5,4.0,Resuelve las dudas con mucha paciencia.,Mejora
Docente_39,Estructuras de Datos,2021-1,25,4.2,4.3,3.5,Se podría mejorar un poco el material de estudio.,Mejora
Docente_19,Bases de Datos,2022-1,45,4.4,4.5,4.3,Cumple con el programa.,Mejora
Docente_44,Ética Profesional,2020-2,19,1.3,2.3,2.0,"Asistencia puntual, pero falta dinamismo.",En riesgo
Docente_27,Matemáticas Básicas,2022-1,42,5.0,4.4,4.2,Los temas son difíciles pero se entienden.,Mejora
Docente_9,Ingeniería de Software,2021-1,22,5.0,4.1,4.2,Se nota que sabe mucho de la materia.,Mejora
Docente_46,Bases de Datos,2021-2,39,4.0,3.9,3.4,"Asistencia puntual, pero falta dinamismo.",Estable
Docente_32,Programación Orientada a Objetos,2022-1,35,4.5,4.0,3.9,"No explica bien, me siento perdido.",Estable
Docente_25,Inteligencia Artificial,2020-2,35,3.3,4.1,3.3,Se nota que sabe mucho de la materia.,Estable
Docente_26,Estructuras de Datos,2022-1,37,4.1,4.6,3.5,Los talleres son muy útiles para aprender.,Mejora
Docente_30,Inteligencia Artificial,2022-2,33,2.2,2.5,2.0,"No explica bien, me siento perdido.",En riesgo
Docente_50,Ética Profesional,2020-2,38,4.1,4.7,4.4,La clase es muy aburrida y monótona.,Estable
Docente_41,Ingeniería de Software,2022-2,42,3.0,2.9,1.2,La clase es muy aburrida y monótona.,En riesgo
Docente_35,Inteligencia Artificial,2021-2,45,1.7,2.3,3.4,Falta mucha pedagogía.,En riesgo
Docente_14,Inteligencia Artificial,2022-1,25,3.8,4.5,3.8,"El profesor es normal, ni muy bueno ni muy malo.",Estable
Docente_22,Estructuras de Datos,2021-1,33,3.7,4.4,3.5,Califica de forma injusta.,Estable
Docente_22,Ingeniería de Software,2020-1,16,2.8,3.8,3.7,La clase es muy dinámica y entretenida.,Estable
Docente_41,Ética Profesional,2023-2,15,2.7,1.7,2.2,La clase es muy aburrida y monótona.,En riesgo
Docente_11,Inteligencia Artificial,2023-2,15,5.0,4.0,3.0,"No explica bien, me siento perdido.",Estable
Docente_13,Ingeniería de Software,2021-1,43,3.4,4.1,3.2,"El profesor es normal, ni muy bueno ni muy malo.",Estable
Docente_11,Ética Profesional,2022-1,17,4.6,4.4,4.1,Los temas son difíciles pero se entienden.,Mejora
Docente_24,Bases de Datos,2020-2,26,2.8,2.5,2.4,Los temas son difíciles pero se entienden.,En riesgo
Docente_42,Programación Orientada a Objetos,2020-1,27,4.7,5.0,4.1,Los temas son difíciles pero se entienden.,Mejora
Docente_20,Ingeniería de Software,2021-2,28,3.9,3.5,4.0,Se nota que sabe mucho de la materia.,Estable
Docente_46,Matemáticas Básicas,2020-1,21,4.7,4.2,4.7,La clase estuvo bien.,Mejora
Docente_5,Programación Orientada a Objetos,2021-2,31,4.3,4.8,4.5,Los temas son difíciles pero se entienden.,Mejora
Docente_29,Matemáticas Básicas,2020-1,37,4.0,3.6,4.0,Los temas son difíciles pero se entienden.,Estable
Docente_8,Ética Profesional,2023-1,37,3.4,3.8,4.2,Resuelve las dudas con mucha paciencia.,Estable
Docente_31,Matemáticas Básicas,2021-2,27,4.5,4.2,4.1,"Excelente profesor, muy claro.",Mejora
Docente_47,Ética Profesional,2020-2,18,4.5,5.0,5.0,Los talleres son muy útiles para aprender.,Mejora
Docente_24,Bases de Datos,2021-1,27,4.4,3.5,4.2,"Asistencia puntual, pero falta dinamismo.",Mejora
Docente_49,Ética Profesional,2021-1,35,4.4,3.7,3.5,Resuelve las dudas con mucha paciencia.,Estable
Docente_5,Estructuras de Datos,2020-1,34,3.2,4.3,3.9,Los talleres son muy útiles para aprender.,Estable
Docente_29,Bases de Datos,2021-2,35,3.5,3.9,3.8,Resuelve las dudas con mucha paciencia.,Estable
Docente_27,Estructuras de Datos,2023-2,42,3.5,3.8,3.9,Me inspiró a seguir aprendiendo sobre este tema.,Estable
Docente_6,Matemáticas Básicas,2021-1,39,3.7,4.5,4.5,"Excelente profesor, muy claro.",Mejora
Docente_38,Ingeniería de Software,2023-1,26,4.1,4.4,3.8,Me inspiró a seguir aprendiendo sobre este tema.,Mejora
Docente_21,Ética Profesional,2021-1,22,3.5,2.2,2.6,Llega tarde a las clases frecuentemente.,En riesgo
Docente_42,Matemáticas Básicas,2021-2,32,4.3,4.9,5.0,"El profesor es normal, ni muy bueno ni muy malo.",Mejora
Docente_39,Ingeniería de Software,2022-1,39,2.1,2.5,3.3,Se podría mejorar un poco el material de estudio.,En riesgo
Docente_2,Ética Profesional,2022-1,21,4.6,4.5,4.4,Cumple con el programa.,Mejora
Docente_39,Estructuras de Datos,2021-2,38,2.9,2.7,2.8,Falta mucha pedagogía.,En riesgo
Docente_19,Ingeniería de Software,2020-1,40,3.1,4.3,3.6,La clase estuvo bien.,Estable
Docente_32,Inteligencia Artificial,2020-2,22,2.7,3.0,1.8,La clase estuvo bien.,En riesgo
Docente_41,Estructuras de Datos,2020-2,31,1.8,3.2,3.3,"No explica bien, me siento perdido.",En riesgo
Docente_24,Bases de Datos,2021-1,27,1.7,1.7,2.3,"El profesor es normal, ni muy bueno ni muy malo.",En riesgo
Docente_27,Bases de Datos,2021-1,39,4.1,5.0,4.2,La clase estuvo bien.,Mejora
Docente_50,Matemáticas Básicas,2020-1,33,2.2,1.8,1.7,La clase es muy aburrida y monótona.,En riesgo
Docente_1,Bases de Datos,2021-2,16,2.7,2.7,1.0,"No explica bien, me siento perdido.",En riesgo
Docente_26,Estructuras de Datos,2022-1,35,5.0,4.5,4.8,Se podría mejorar un poco el material de estudio.,Mejora
Docente_33,Ética Profesional,2023-1,28,4.2,3.4,4.7,"Asistencia puntual, pero falta dinamismo.",Estable
Docente_6,Ingeniería de Software,2021-1,23,3.7,4.2,3.2,Se nota que sabe mucho de la materia.,Estable
Docente_20,Matemáticas Básicas,2021-2,40,5.0,4.4,3.9,Se nota que sabe mucho de la materia.,Mejora
Docente_35,Bases de Datos,2023-1,33,3.9,4.8,3.8,Se nota que sabe mucho de la materia.,Estable
Docente_20,Ingeniería de Software,2023-1,38,3.6,4.1,5.0,La clase es muy dinámica y entretenida.,Mejora
Docente_4,Programación Orientada a Objetos,2020-2,44,4.6,4.2,4.3,Me inspiró a seguir aprendiendo sobre este tema.,Mejora
Docente_8,Inteligencia Artificial,2020-1,24,4.2,4.2,3.9,Los talleres son muy útiles para aprender.,Estable
Docente_8,Matemáticas Básicas,2021-1,37,3.8,3.2,2.3,"No explica bien, me siento perdido.",En riesgo
Docente_11,Inteligencia Artificial,2022-2,31,4.2,3.8,3.8,No resuelve las dudas de los estudiantes.,Estable
Docente_47,Bases de Datos,2021-1,26,3.3,3.9,3.9,Resuelve las dudas con mucha paciencia.,Estable
Docente_48,Ética Profesional,2022-1,38,3.5,3.9,3.7,La clase es muy dinámica y entretenida.,Estable
Docente_50,Matemáticas Básicas,2022-2,40,2.9,4.2,3.8,"No explica bien, me siento perdido.",Estable
Docente_18,Estructuras de Datos,2020-2,23,4.0,3.7,4.7,Los parciales no tienen nada que ver con lo visto en clase.,Estable
Docente_41,Matemáticas Básicas,2023-2,29,3.8,4.9,3.5,Cumple con el programa.,Mejora
Docente_24,Matemáticas Básicas,2023-2,42,3.2,2.5,3.2,"El profesor es normal, ni muy bueno ni muy malo.",En riesgo
Docente_11,Bases de Datos,2021-1,23,4.4,3.6,3.3,La clase es muy dinámica y entretenida.,Estable
Docente_37,Ingeniería de Software,2020-2,22,4.2,4.0,3.0,Se podría mejorar un poco el material de estudio.,Mejora
Docente_33,Matemáticas Básicas,2020-1,42,2.1,1.7,2.7,"No explica bien, me siento perdido.",En riesgo
Docente_16,Matemáticas Básicas,2023-2,26,4.0,3.0,3.6,"Asistencia puntual, pero falta dinamismo.",Estable
Docente_10,Programación Orientada a Objetos,2020-1,32,2.7,4.0,2.4,"Asistencia puntual, pero falta dinamismo.",En riesgo
Docente_46,Ingeniería de Software,2023-1,22,3.5,4.1,3.3,Los temas son difíciles pero se entienden.,Estable
Docente_16,Inteligencia Artificial,2022-2,23,3.7,2.9,2.3,La clase es muy aburrida y monótona.,En riesgo
Docente_37,Bases de Datos,2020-2,31,4.1,4.8,4.5,Los temas son difíciles pero se entienden.,Mejora
Docente_4,Programación Orientada a Objetos,2021-2,40,3.7,3.6,2.7,No resuelve las dudas de los estudiantes.,Estable
Docente_3,Inteligencia Artificial,2020-2,43,3.3,2.9,3.1,La clase estuvo bien.,En riesgo
Docente_19,Ética Profesional,2022-1,25,3.6,3.8,3.3,Se nota que sabe mucho de la materia.,Estable
Docente_36,Inteligencia Artificial,2020-1,26,2.9,3.6,3.9,Me inspiró a seguir aprendiendo sobre este tema.,Estable
Docente_19,Estructuras de Datos,2022-1,38,3.6,3.7,3.2,Falta mucha pedagogía.,Estable
Docente_16,Inteligencia Artificial,2022-2,33,2.3,1.5,2.6,La clase estuvo bien.,En riesgo
Docente_50,Ética Profesional,2021-2,38,4.0,3.8,4.5,Llega tarde a las clases frecuentemente.,Estable
Docente_49,Ética Profesional,2021-2,19,4.5,4.0,4.6,Explica muy bien los temas.,Estable
Docente_27,Matemáticas Básicas,2021-2,32,4.6,3.6,3.7,Se podría mejorar un poco el material de estudio.,Estable
Docente_41,Ética Profesional,2020-1,45,2.7,3.4,2.5,Los parciales no tienen nada que ver con lo visto en clase.,En riesgo
Docente_1,Ética Profesional,2023-1,42,4.2,3.8,4.1,"El profesor es normal, ni muy bueno ni muy malo.",Estable
Docente_7,Programación Orientada a Objetos,2021-2,28,3.6,2.9,3.9,Califica de forma injusta.,Estable
Docente_4,Programación Orientada a Objetos,2022-1,17,3.7,3.9,4.6,"Excelente profesor, muy claro.",Estable
Docente_15,Ética Profesional,2023-1,37,3.5,4.4,4.1,Se podría mejorar un poco el material de estudio.,Estable
Docente_30,Ingeniería de Software,2020-2,33,3.4,2.3,2.4,La clase es muy aburrida y monótona.,En riesgo
Docente_33,Programación Orientada a Objetos,2023-1,17,3.6,3.5,4.0,Los parciales no tienen nada que ver con lo visto en clase.,Estable
Docente_37,Matemáticas Básicas,2023-1,36,2.8,1.8,2.0,Califica de forma injusta.,En riesgo
Docente_16,Bases de Datos,2022-1,42,3.3,3.3,3.7,Los temas son difíciles pero se entienden.,Estable
Docente_26,Ingeniería de Software,2022-2,25,5.0,4.4,4.0,La clase estuvo bien.,Mejora
Docente_18,Programación Orientada a Objetos,2020-2,45,4.4,5.0,5.0,La clase es muy dinámica y entretenida.,Mejora
Docente_9,Ética Profesional,2020-2,19,4.3,4.4,4.1,"Excelente profesor, muy claro.",Mejora
Docente_11,Inteligencia Artificial,2023-2,25,4.4,3.8,5.0,Me inspiró a seguir aprendiendo sobre este tema.,Mejora
Docente_8,Estructuras de Datos,2022-2,45,4.4,4.6,4.1,"Asistencia puntual, pero falta dinamismo.",Mejora
Docente_14,Inteligencia Artificial,2022-1,29,5.0,3.9,5.0,Resuelve las dudas con mucha paciencia.,Mejora
Docente_8,Matemáticas Básicas,2021-1,40,1.3,2.8,1.8,Los temas son difíciles pero se entienden.,En riesgo
Docente_20,Ética Profesional,2020-1,21,3.2,3.2,1.1,Los parciales no tienen nada que ver con lo visto en clase.,En riesgo
Docente_10,Matemáticas Básicas,2021-2,45,5.0,4.5,4.1,Los talleres son muy útiles para aprender.,Mejora
Docente_26,Estructuras de Datos,2020-1,36,4.8,4.6,4.0,Resuelve las dudas con mucha paciencia.,Mejora
Docente_17,Ética Profesional,2021-1,15,4.1,3.5,3.8,"Asistencia puntual, pero falta dinamismo.",Estable
Docente_29,Estructuras de Datos,2021-2,18,3.5,3.4,3.0,La clase es muy aburrida y monótona.,Estable
Docente_7,Ética Profesional,2021-1,18,3.9,3.3,4.1,Explica muy bien los temas.,Estable
Docente_4,Ética Profesional,2021-2,19,4.9,4.4,4.1,La clase es muy dinámica y entretenida.,Mejora
Docente_26,Bases de Datos,2020-2,33,4.6,3.5,4.6,Los parciales no tienen nada que ver con lo visto en clase.,Estable
Docente_17,Ética Profesional,2020-2,15,4.1,4.1,4.8,"Excelente profesor, muy claro.",Mejora
Docente_13,Ingeniería de Software,2023-2,40,2.3,3.0,2.1,Califica de forma injusta.,En riesgo
Docente_6,Ética Profesional,2022-2,18,3.8,5.0,4.7,Explica muy bien los temas.,Mejora
Docente_30,Matemáticas Básicas,2021-1,44,3.6,4.5,4.0,Los parciales no tienen nada que ver con lo visto en clase.,Estable
Docente_28,Ética Profesional,2023-1,30,3.5,3.3,4.2,Explica muy bien los temas.,Estable
Docente_25,Ingeniería de Software,2023-1,20,4.8,5.0,4.9,Los talleres son muy útiles para aprender.,Mejora
Docente_14,Programación Orientada a Objetos,2022-1,23,4.6,5.0,4.1,La clase estuvo bien.,Mejora
Docente_10,Matemáticas Básicas,2021-2,35,2.9,3.5,4.4,"El profesor es normal, ni muy bueno ni muy malo.",Estable
Docente_32,Inteligencia Artificial,2023-2,16,4.6,4.7,4.6,"Excelente profesor, muy claro.",Mejora
Docente_18,Inteligencia Artificial,2021-1,28,3.5,2.8,2.8,No resuelve las dudas de los estudiantes.,En riesgo
Docente_42,Ética Profesional,2021-2,35,4.1,5.0,4.6,"Asistencia puntual, pero falta dinamismo.",Mejora
Docente_35,Ética Profesional,2020-1,27,4.3,4.7,4.6,Se podría mejorar un poco el material de estudio.,Estable
Docente_31,Estructuras de Datos,2023-2,26,4.3,3.1,3.5,Los parciales no tienen nada que ver con lo visto en clase.,Estable
Docente_33,Bases de Datos,2023-1,23,4.2,3.4,4.1,Los talleres son muy útiles para aprender.,Estable
Docente_2,Bases de Datos,2021-2,15,3.1,4.0,3.3,Cumple con el programa.,Estable
Docente_4,Ética Profesional,2023-2,31,2.3,1.1,2.3,Los parciales no tienen nada que ver con lo visto en clase.,En riesgo
Docente_50,Estructuras de Datos,2021-2,20,4.1,3.4,4.8,La clase es muy dinámica y entretenida.,Estable
Docente_16,Ingeniería de Software,2021-2,23,3.5,3.5,3.9,Llega tarde a las clases frecuentemente.,Estable
Docente_48,Matemáticas Básicas,2021-2,33,4.5,4.7,4.9,"Asistencia puntual, pero falta dinamismo.",Mejora
Docente_25,Bases de Datos,2021-1,20,3.4,3.9,3.9,La clase estuvo bien.,Estable
Docente_38,Bases de Datos,2022-2,44,3.4,3.8,4.2,Los parciales no tienen nada que ver con lo visto en clase.,Estable
Docente_2,Ingeniería de Software,2022-2,45,4.0,5.0,5.0,"El profesor es normal, ni muy bueno ni muy malo.",Mejora
Docente_37,Programación Orientada a Objetos,2021-2,41,2.7,3.0,3.0,"Asistencia puntual, pero falta dinamismo.",En riesgo
Docente_32,Estructuras de Datos,2022-1,20,3.7,4.0,4.1,Califica de forma injusta.,Estable
